school;sex;age;address;famsize;Pstatus;Medu;Fedu;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences
GP;F;18;U;GT3;A;4;4;2;2;0;yes;no;no;no;yes;yes;no;no;4;3;4;1;1;3;6
GP;F;17;U;GT3;T;1;1;1;2;0;no;yes;no;no;no;yes;yes;no;5;3;3;1;1;3;4
GP;F;15;U;LE3;T;1;1;1;2;3;yes;no;yes;no;yes;yes;yes;no;4;3;2;2;3;3;10
GP;F;15;U;GT3;T;4;2;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;3;2;2;1;1;5;2
GP;F;16;U;GT3;T;3;3;1;2;0;no;yes;yes;no;yes;yes;no;no;4;3;2;1;2;5;4
GP;M;16;U;LE3;T;4;3;1;2;0;no;yes;yes;yes;yes;yes;yes;no;5;4;2;1;2;5;10
GP;M;16;U;LE3;T;2;2;1;2;0;no;no;no;no;yes;yes;yes;no;4;4;4;1;1;3;0
GP;F;17;U;GT3;A;4;4;2;2;0;yes;yes;no;no;yes;yes;no;no;4;1;4;1;1;1;6
GP;M;15;U;LE3;A;3;2;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;2;2;1;1;1;0
GP;M;15;U;GT3;T;3;4;1;2;0;no;yes;yes;yes;yes;yes;yes;no;5;5;1;1;1;5;0
GP;F;15;U;GT3;T;4;4;1;2;0;no;yes;yes;no;yes;yes;yes;no;3;3;3;1;2;2;0
GP;F;15;U;GT3;T;2;1;3;3;0;no;yes;no;yes;yes;yes;yes;no;5;2;2;1;1;4;4
GP;M;15;U;LE3;T;4;4;1;1;0;no;yes;yes;yes;yes;yes;yes;no;4;3;3;1;3;5;2
GP;M;15;U;GT3;T;4;3;2;2;0;no;yes;yes;no;yes;yes;yes;no;5;4;3;1;2;3;2
GP;M;15;U;GT3;A;2;2;1;3;0;no;yes;no;no;yes;yes;yes;yes;4;5;2;1;1;3;0
GP;F;16;U;GT3;T;4;4;1;1;0;no;yes;no;no;yes;yes;yes;no;4;4;4;1;2;2;4
GP;F;16;U;GT3;T;4;4;1;3;0;no;yes;yes;yes;yes;yes;yes;no;3;2;3;1;2;2;6
GP;F;16;U;GT3;T;3;3;3;2;0;yes;yes;no;yes;yes;yes;no;no;5;3;2;1;1;4;4
GP;M;17;U;GT3;T;3;2;1;1;3;no;yes;no;yes;yes;yes;yes;no;5;5;5;2;4;5;16
GP;M;16;U;LE3;T;4;3;1;1;0;no;no;yes;yes;yes;yes;yes;no;3;1;3;1;3;5;4
GP;M;15;U;GT3;T;4;3;1;2;0;no;no;no;no;yes;yes;yes;no;4;4;1;1;1;1;0
GP;M;15;U;GT3;T;4;4;1;1;0;no;yes;yes;no;yes;yes;yes;no;5;4;2;1;1;5;0
GP;M;16;U;LE3;T;4;2;1;2;0;no;no;no;yes;yes;yes;yes;no;4;5;1;1;3;5;2
GP;M;16;U;LE3;T;2;2;2;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;4;2;4;5;0
GP;F;15;R;GT3;T;2;4;1;3;0;yes;yes;yes;yes;yes;yes;yes;no;4;3;2;1;1;5;2
GP;F;16;U;GT3;T;2;2;1;1;2;no;yes;yes;no;no;yes;yes;no;1;2;2;1;3;5;14
GP;M;15;U;GT3;T;2;2;1;1;0;no;yes;yes;no;yes;yes;yes;no;4;2;2;1;2;5;2
GP;M;15;U;GT3;T;4;2;1;1;0;no;no;yes;no;yes;yes;yes;no;2;2;4;2;4;1;4
GP;M;16;U;LE3;A;3;4;1;2;0;yes;yes;no;yes;yes;yes;yes;no;5;3;3;1;1;5;4
GP;M;16;U;GT3;T;4;4;1;2;0;no;yes;yes;yes;yes;yes;yes;yes;4;4;5;5;5;5;16
GP;M;15;U;GT3;T;4;4;1;2;0;no;yes;yes;no;no;yes;yes;no;5;4;2;3;4;5;0
GP;M;15;U;GT3;T;4;4;2;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;1;1;1;5;0
GP;M;15;R;GT3;T;4;3;1;2;0;no;yes;no;yes;yes;yes;yes;yes;4;5;2;1;1;5;0
GP;M;15;U;LE3;T;3;3;1;2;0;no;no;no;yes;no;yes;yes;no;5;3;2;1;1;2;0
GP;M;16;U;GT3;T;3;2;1;1;0;no;yes;yes;no;no;yes;yes;no;5;4;3;1;1;5;0
GP;F;15;U;GT3;T;2;3;2;1;0;no;yes;no;yes;yes;yes;no;no;3;5;1;1;1;5;0
GP;M;15;U;LE3;T;4;3;1;3;0;no;yes;no;yes;yes;yes;yes;no;5;4;3;1;1;4;2
GP;M;16;R;GT3;A;4;4;2;3;0;no;yes;no;yes;yes;yes;yes;yes;2;4;3;1;1;5;7
GP;F;15;R;GT3;T;3;4;1;3;0;yes;yes;yes;yes;yes;yes;yes;no;4;3;2;1;1;5;2
GP;F;15;R;GT3;T;2;2;1;1;0;yes;yes;yes;yes;yes;yes;no;no;4;3;1;1;1;2;8
GP;F;16;U;LE3;T;2;2;2;2;1;no;yes;no;yes;no;yes;yes;yes;3;3;3;1;2;3;25
GP;M;15;U;LE3;T;4;4;1;1;0;no;yes;no;no;no;yes;yes;yes;5;4;3;2;4;5;8
GP;M;15;U;GT3;T;4;4;1;2;0;no;yes;no;yes;yes;yes;yes;no;4;3;3;1;1;5;2
GP;M;15;U;GT3;T;2;2;1;1;0;yes;yes;no;no;yes;yes;yes;no;5;4;1;1;1;1;0
GP;F;16;U;LE3;T;2;2;2;2;1;yes;no;no;yes;yes;yes;yes;no;4;3;3;2;2;5;14
GP;F;15;U;LE3;A;4;3;1;2;0;yes;yes;yes;yes;yes;yes;yes;yes;5;2;2;1;1;5;8
GP;F;16;U;LE3;A;3;3;1;2;0;no;yes;no;no;yes;yes;yes;no;2;3;5;1;4;3;12
GP;M;16;U;GT3;T;4;3;1;4;0;no;no;no;yes;yes;yes;yes;no;4;2;2;1;1;2;4
GP;M;15;U;GT3;T;4;2;1;2;0;no;yes;yes;no;yes;yes;no;no;4;3;3;2;2;5;2
GP;F;15;U;GT3;T;4;4;1;2;1;yes;yes;no;yes;no;yes;yes;no;4;4;4;1;1;3;2
GP;F;16;U;LE3;T;2;2;3;2;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;2;3;4;2
GP;F;15;U;LE3;T;4;2;1;2;0;no;yes;yes;no;yes;yes;yes;no;4;3;3;1;1;5;2
GP;M;15;U;LE3;A;4;2;2;1;1;no;no;no;no;yes;yes;no;no;5;5;5;3;4;5;6
GP;F;15;U;GT3;T;4;4;1;1;0;yes;yes;yes;no;yes;yes;yes;no;3;3;4;2;3;5;0
GP;F;15;U;LE3;A;3;3;1;1;0;no;no;yes;no;yes;yes;yes;no;5;3;4;4;4;1;6
GP;F;16;U;GT3;A;2;1;1;2;0;no;no;yes;yes;yes;yes;yes;yes;5;3;4;1;1;2;8
GP;F;15;U;GT3;A;4;3;1;2;0;no;yes;yes;yes;yes;yes;yes;no;4;3;2;1;1;1;0
GP;M;15;U;GT3;T;4;4;1;2;0;no;yes;no;yes;yes;yes;no;no;3;2;2;1;1;5;4
GP;M;15;U;LE3;T;1;2;1;2;0;yes;yes;no;yes;yes;yes;yes;no;4;3;2;1;1;5;2
GP;F;16;U;GT3;T;4;2;1;2;0;no;yes;no;no;yes;yes;yes;no;4;2;3;1;1;5;2
GP;F;16;R;GT3;T;4;4;1;2;0;no;yes;no;yes;yes;yes;no;no;2;4;4;2;3;4;6
GP;F;16;U;GT3;T;1;1;4;1;0;yes;yes;no;yes;no;yes;yes;yes;5;5;5;5;5;5;6
GP;F;16;U;LE3;T;1;2;1;2;0;yes;no;no;yes;yes;yes;yes;no;4;4;3;1;1;1;4
GP;F;16;U;GT3;T;4;3;1;3;0;yes;yes;yes;yes;yes;yes;yes;no;3;4;4;2;4;4;2
GP;F;15;U;LE3;T;4;3;1;2;0;yes;no;no;yes;yes;yes;yes;yes;4;4;4;2;4;2;0
GP;F;16;U;LE3;T;4;3;3;2;0;no;yes;no;yes;yes;yes;yes;no;5;4;3;1;2;1;2
GP;M;15;U;GT3;A;4;4;1;4;0;no;yes;no;yes;no;yes;yes;yes;1;3;3;5;5;3;4
GP;F;16;U;GT3;T;3;1;1;4;0;yes;yes;yes;no;yes;yes;yes;no;4;3;3;1;2;5;4
GP;F;15;R;LE3;T;2;2;2;2;0;yes;yes;yes;no;yes;yes;yes;no;4;1;3;1;3;4;2
GP;F;15;R;LE3;T;3;1;2;4;0;no;yes;no;no;no;yes;yes;no;4;4;2;2;3;3;12
GP;M;16;U;GT3;T;3;1;2;4;0;no;yes;yes;no;yes;yes;yes;no;4;3;2;1;1;5;0
GP;M;15;U;GT3;T;4;2;1;4;0;no;no;no;no;yes;yes;yes;no;3;3;3;1;1;3;0
GP;F;15;R;GT3;T;1;1;1;2;2;yes;yes;no;no;no;yes;yes;yes;3;3;4;2;4;5;2
GP;M;16;U;GT3;T;3;1;1;1;0;no;no;no;yes;yes;yes;no;no;5;3;2;2;2;5;2
